,TF doc1,TF doc2,TF doc3,DF,IDF,TF-IDF doc1,TF-IDF doc2,TF-IDF doc3
sexos,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
importante,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
centro,0.0,0.005076142131979695,0.005780346820809248,2.0,0.6989700043360189,0.0,0.0035480710880000954,0.004040289042404733
oncológico,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
analisou,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
coletados,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
queda,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
proporção,0.0,0.005076142131979695,0.005780346820809248,2.0,0.6989700043360189,0.0,0.0035480710880000954,0.004040289042404733
diferentes,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
ocorrido,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
alterações,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
significativas,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
subgrupos,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
histológicos,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
entanto,0.0,0.005076142131979695,0.005780346820809248,2.0,0.6989700043360189,0.0,0.0035480710880000954,0.004040289042404733
avaliados,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
estados,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
rio,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
observou,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
tendência,0.0,0.005076142131979695,0.0,1.0,0.6989700043360189,0.0,0.0035480710880000954,0.0
exatos,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
procedimentos,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
cirúrgicos,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
realizados,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
tratar,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
departamento,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
informática,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
sus,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
cobre,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
brasileira,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
mediana,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
lobectomias,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
segmentectomias,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
pulmonares,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
realizadas,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
anualmente,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
possibilidade,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
exato,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
sido,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
restrito,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
qualidade,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
questionável,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
pequena,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
submetida,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
cirurgia,0.0,0.0,0.05202312138728324,9.0,0.6989700043360189,0.0,0.0,0.0363626013816426
intenção,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
curativa,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
sugerem,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
submetidos,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
tratamento,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
cirúrgico,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
acesso,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
influenciado,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
socioeconômicas,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
performance,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
status,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
comorbidades,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
distribuição,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
geográfica,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
secretaria,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
probabilidade,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
realização,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
escolaridade,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
atualmente,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
existem,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
cirurgiões,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
torácicos,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
concentrados,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
regiões,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
sul,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
sudeste,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
pesquisa,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
promovida,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
sociedade,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
torácica,0.0,0.0,0.017341040462427744,3.0,0.6989700043360189,0.0,0.0,0.012120867127214198
disseram,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
trabalhavam,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
milhão,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
absoluto,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
adequado,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
motivo,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
preocupação,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
tamanho,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
médio,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
densamente,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
povoadas,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
norte,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
nordeste,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
servidas,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
videoassistida,0.0,0.0,0.011560693641618497,2.0,0.6989700043360189,0.0,0.0,0.008080578084809466
crescendo,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
rapidamente,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
dias,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
maiores,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
incluíram,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
lobectomia,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
internacionais,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
revelaram,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
melhorar,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
espera,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
disseminação,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
técnicas,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
robótica,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
acelerem,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
processo,0.0,0.0,0.005780346820809248,1.0,0.6989700043360189,0.0,0.0,0.004040289042404733
